Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1968","1968","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1969","1969","1000 US$","11","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1970","1970","1000 US$","1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1971","1971","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1972","1972","1000 US$","1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2000","2000","1000 US$","38","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2002","2002","1000 US$","10","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2004","2004","1000 US$","28","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2005","2005","1000 US$","36","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2006","2006","1000 US$","5","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","2007","2007","1000 US$","33","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2000","2000","No","1316","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2001","2001","No","1009","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2002","2002","No","42","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2003","2003","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2004","2004","No","183","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2005","2005","No","301","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2006","2006","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455007","Threshing machines","2007","2007","No","32","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2000","2000","1000 US$","850","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2001","2001","1000 US$","21","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2002","2002","1000 US$","0","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2003","2003","1000 US$","4","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2004","2004","1000 US$","10","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2005","2005","1000 US$","61","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2006","2006","1000 US$","7","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455007","Threshing machines","2007","2007","1000 US$","14","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455007","Threshing machines","2005","2005","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455007","Threshing machines","2005","2005","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455012","Track-laying tractors (crawlers)","2000","2000","No","1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455012","Track-laying tractors (crawlers)","2000","2000","1000 US$","28","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455012","Track-laying tractors (crawlers)","2001","2001","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455012","Track-laying tractors (crawlers)","2007","2007","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455012","Track-laying tractors (crawlers)","2001","2001","1000 US$","33","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455012","Track-laying tractors (crawlers)","2007","2007","1000 US$","267","Q","Official data reported on FAO Questionnaires from countries"
